ID	DOCULECT	CONCEPT_IN_SOURCE	CONCEPT_FRENCH	IPA	VALUE	FORM	CONCEPTICON_ID	CONCEPT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGIDS
2905	Bozo_Korondougou_sud		doigt	suⁿuⁿkoⁿoⁿmo	suⁿuⁿkoⁿoⁿmo	suⁿuⁿkoⁿoⁿmo	1303	FINGER	s ũ: + k õ: m o	3 7 9 1 7 4 7	AX_AXBZ	SY_KUMU	10	10.S.C 10.Y.V 10._._ 10.K.C 10.U.V 10.M.C 10.U.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	0	1446 1459
2906	Bozo_Korondougou_sud		doigt	cuguⁿkwɔⁿɔⁿnɔⁿ	cuguⁿkwɔⁿɔⁿnɔⁿ	cuguⁿkwɔⁿɔⁿnɔⁿ	1303	FINGER	tʃ u ɡ ũ + k w ɔ̃ː n ɔ̃	1 7 1 7 9 1 6 7 4 7	AXBZ_ACXBZ	TYKY_KWUNU	10	10.T.C 10.Y.V 10.K.C 10.Y.V 10._._ 10.K.C 10.W.C 10.U.V 10.N.C 10.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.5 1.75 0.8	0	1446 1459
2907	Bozo_Korondougou_sud		doigt	cuu_kolɛ	cuukolɛ	cuukolɛ	1303	FINGER	tʃ uː + k o l ɛ	1 7 9 1 7 5 7	AX_AXBZ	TY_KULE	10	10.T.C 10.Y.V 10._._ 10.K.C 10.U.V 10.L.C 10.E.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	0	1446 1459
2908	Bozo_Korondougou_sud		doigt	kɔⁿɔⁿnoⁿ	kɔⁿɔⁿnoⁿ	kɔⁿɔⁿnoⁿ	1303	FINGER	k ɔ̃ː n õ	1 7 4 7	AXBZ	KUNU	10	10.K.C 10.U.V 10.N.C 10.U.V	2.0 1.5 1.75 0.8	0	1459
2909	Bozo_Korondougou_sud		doigt	kwaⁿ_dioⁿ	kwaⁿdioⁿ	kwaⁿdioⁿ	1303	FINGER	k w ã + d i õ	1 6 7 9 1 7 7	ACX_AXZ	KWA_TIU	10	10.K.C 10.W.C 10.A.V 10._._ 10.T.C 10.I.V 10.U.V	2.0 1.5 1.5 0.0 2.0 1.5 0.8	0	1459 1457
2910	Soninke		doigt	sugu_koⁿoⁿ_dioⁿ	sugukoⁿoⁿdioⁿ	sugukoⁿoⁿdioⁿ	1303	FINGER	s u ɡ u + k õ: + d i õ	3 7 1 7 1 7 9 1 7 7	AXBYBZ_AXZ	SYKYKU_TIU	29	29.S.C 29.Y.V 29.K.C 29.Y.V 29.K.C 29.U.V 29._._ 29.T.C 29.I.V 29.U.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 0.8	0	1446 1457
2911	Soninke		doigt	dóróm-mè	dórómmè	dórómmè	1303	FINGER	d ⁵/o r ⁵/o m + m ¹/e	1 7 5 7 4 9 4 7	AXBYN_AX	TURUM_ME	29	29.T.C 29.U.V 29.R.C 29.U.V 29.M.c 29._._ 29.M.C 29.E.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5	0	1460 1461
2912	Soninke		doigt	bólóⁿ_kɔ́ní	bólóⁿkɔ́ní	bólóⁿkɔ́ní	1303	FINGER	b ⁵/o l ⁵/õ + k ⁵/ɔ n ⁵/i	1 7 5 7 9 1 7 4 7	AXBZ_AXBZ	PULU_KUNI	29	29.P.C 29.U.V 29.L.C 29.U.V 29._._ 29.K.C 29.U.V 29.N.C 29.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	0	1462 1459
2913	Soninke		doigt	ɲɔ̀ⁿsɔ́ⁿ	ɲɔ̀ⁿsɔ́ⁿ	ɲɔ̀ⁿsɔ́ⁿ	1303	FINGER	ɲ ɔ̃ s ⁵/ɔ̃	4 7 3 7	AXBZ	NUSU	29	29.N.C 29.U.V 29.S.C 29.U.V	2.0 1.5 1.75 0.8	0	1463
2914	Soninke		doigt, orteil	ŋkɔni	ŋkɔni	ŋkɔni	1303	FINGER	ⁿk ɔ n i	1 7 4 7	AXBZ	KUNI	29	29.K.C 29.U.V 29.N.C 29.I.V	2.0 1.5 1.75 0.8	0	1459
2915	Toro_Tegu	fire	feu	núwⁿɔ́	núwⁿɔ́	núwⁿɔ́	221	FIRE	n ⁵/u ∼/w̃ ⁵/ɔ	4 7 6 7	AXBZ	NYWU	36	36.N.C 36.Y.V 36.W.C 36.U.V	2.0 1.5 1.75 0.8	0	1470
2916	Ben_Tey	fire	feu	go᷈:	go᷈:	go᷈:	221	FIRE	ɡ õ	1 7	AX	KU	5	5.K.C 5.U.V	2.0 1.5	0	1466
2917	Yorno_So	fire	feu	yǎ-m	yǎm	yǎm	221	FIRE	j ¹⁵/a + m	6 7 9 4	AX_A	JA_M	38	38.J.C 38.A.V 38._._ 38.M.C	2.0 1.5 0.0 2.0	0	1476 1475
2918	Tommo_So	fire	feu	ɲǎ-m	ɲǎm	ɲǎm	221	FIRE	ɲ ¹⁵/a + m	4 7 9 4	AX_A	NA_M	33	33.N.C 33.A.V 33._._ 33.M.C	2.0 1.5 0.0 2.0	0	1468 1475
2919	Dogul_Dom	fire	feu	gògó	gògó	gògó	221	FIRE	ɡ ¹/o ɡ ⁵/o	1 7 1 7	AXBZ	KUKU	17	17.K.C 17.U.V 17.K.C 17.U.V	2.0 1.5 1.75 0.8	0	1466
2920	Tebul_Ure	fire	feu	gǒ:	gǒ:	gǒ:	221	FIRE	ɡ ¹⁵/oː	1 7	AX	KU	30	30.K.C 30.U.V	2.0 1.5	0	1466
2921	Yanda_Dom	fire	feu	gòlò	gòlò	gòlò	221	FIRE	ɡ ¹/o l ¹/o	1 7 5 7	AXBZ	KULU	37	37.K.C 37.U.V 37.L.C 37.U.V	2.0 1.5 1.75 0.8	0	1466
2922	Bondu_So	fire	feu	gólò	gólò	gólò	221	FIRE	ɡ ⁵/o l ¹/o	1 7 5 7	AXBZ	KULU	6	6.K.C 6.U.V 6.L.C 6.U.V	2.0 1.5 1.75 0.8	0	1466
2923	Ampari	fire	feu	gɛ̀nɛ́	gɛ̀nɛ́ (gɛ̀nɛ́ gè)	gɛ̀nɛ́	221	FIRE	ɡ ¹/ɛ n ⁵/ɛ	1 7 4 7	AXBZ	KENE	1	1.K.C 1.E.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	0	1464
2924	Bunoge	fire	feu	génì	génì	génì	221	FIRE	ɡ ⁵/e n ¹/i	1 7 4 7	AXBZ	KENI	16	16.K.C 16.E.V 16.N.C 16.I.V	2.0 1.5 1.75 0.8	0	1464
2925	Donno_So	fire	feu	ɲa᷈ŋ	ɲa᷈ŋ	ɲa᷈ŋ	221	FIRE	ɲ ¹⁵¹/a ŋ	4 7 4	AXN	NAN	18	18.N.C 18.A.V 18.N.c	2.0 1.5 0.8	0	1468
2926	Jamsay	fire	feu	núwⁿó	núwⁿó, núwⁿɔ́	núwⁿó	221	FIRE	n ⁵/u ∼/w̃ ⁵/o	4 7 6 7	AXBZ	NYWU	21	21.N.C 21.Y.V 21.W.C 21.U.V	2.0 1.5 1.75 0.8	1	1470
2927	Tiranige_Diga	fire	feu	jíyé	jíyé (Boui), gɛ́ní (Ningo)	jíyé	221	FIRE	dʒ ⁵/i j ⁵/e	1 7 6 7	AXBZ	TIJE	31	31.T.C 31.I.V 31.J.C 31.E.V	2.0 1.5 1.75 0.8	0	1474
2928	Penange	fire	feu	gènì	gènì ~ gèn	gènì	221	FIRE	ɡ ¹/e n ¹/i	1 7 4 7	AXBZ	KENI	25	25.K.C 25.E.V 25.N.C 25.I.V	2.0 1.5 1.75 0.8	0	1464
2929	Bangime	fire	feu	bírɛ́	bírɛ́	bírɛ́	221	FIRE	b ⁵/i r ⁵/ɛ	1 7 5 7	AXBZ	PIRE	3	3.P.C 3.I.V 3.R.C 3.E.V	2.0 1.5 1.75 0.8	0	1465
2930	Fulfulde	fire	feu	yiite	yiite	yiite	221	FIRE	j iː t e	6 7 1 7	AXBZ	JITE	19	19.J.C 19.I.V 19.T.C 19.E.V	2.0 1.5 1.75 0.8	0	1469
2931	Jenaama	fire	feu	tɔ̄	tɔ̄	tɔ̄	221	FIRE	t ³/ɔ	1 7	AX	TU	22	22.T.C 22.U.V	2.0 1.5	0	1471
2932	Bankan_Tey	fire	feu	góô	góô	góô	221	FIRE	ɡ ⁵¹/o:	1 7	AX	KU	4	4.K.C 4.U.V	2.0 1.5	0	1466
2933	Mombo	fire	feu	génì	génì	génì	221	FIRE	ɡ ⁵/e + n ¹/i	1 7 9 4 7	AX_AX	KE_NI	23	23.K.C 23.E.V 23._._ 23.N.C 23.I.V	2.0 1.5 0.0 2.0 1.5	0	1464 1472
2934	Nanga	fire	feu	góô	góô	góô	221	FIRE	ɡ ⁵¹/o:	1 7	AX	KU	24	24.K.C 24.U.V	2.0 1.5	0	1466
2935	Togo_Kan	fire	feu	ɲɛ́:	ɲɛ́:	ɲɛ́:	221	FIRE	ɲ ⁵/ɛː	4 7	AX	NE	32	32.N.C 32.E.V	2.0 1.5	0	1468
2936	Perge_Tegu	fire	feu	núwⁿó	núwⁿó	núwⁿó	221	FIRE	n ⁵/u ∼/w̃ ⁵/o	4 7 6 7	AXBZ	NYWU	26	26.N.C 26.Y.V 26.W.C 26.U.V	2.0 1.5 1.75 0.8	1	1470
2937	Tomo_Kan	fire	feu	ɲá:	ɲá:	ɲá:	221	FIRE	ɲ ⁵/aː	4 7	AX	NA	34	34.N.C 34.A.V	2.0 1.5	0	1468
2938	Bozo_Hainyaxo		feu	tubaa	tubaa	tubaa	221	FIRE	t u b aː	1 7 1 7	AXBZ	TYPA	8	8.T.C 8.Y.V 8.P.C 8.A.V	2.0 1.5 1.75 0.8	0	1467
2939	Soninke		feu	yìmbê	yìmbê	yìmbê	221	FIRE	j ¹/i ⁿb ⁵¹/e	6 7 1 7	AXBZ	JIPE	29	29.J.C 29.I.V 29.P.C 29.E.V	2.0 1.5 1.75 0.8	0	1469
2940	Songhai_Senni	[n] fire	feu [the general term] [cf. yà:r-ò 1] -phrase: nù:n-ò fúnsú to blow (	ɡùndó	nù:n-ò	nù:n-ò	221	FIRE	n ¹/uː n + ¹/o	4 7 4 9 7	AXN_X	NYN_U	28	28.N.C 28.Y.V 28.N.c 28._._ 28.U.V	2.0 1.5 0.8 0.0 1.5	0	1468 1473
2941	Toro_So	fire	feu	bɛ̀rú	yáwⁿú	yáwⁿú	221	FIRE	j ⁵/a ∼/w̃ ⁵/u	6 7 6 7	AXBZ	JAWY	35	35.J.C 35.A.V 35.W.C 35.Y.V	2.0 1.5 1.75 0.8	0	1476
2942	Toro_So	fire	feu	yáwⁿú	ɲáŋù	ɲáŋù	221	FIRE	ɲ ⁵/a ŋ ¹/u	4 7 4 7	AXBZ	NANY	35	35.N.C 35.A.V 35.N.C 35.Y.V	2.0 1.5 1.75 0.8	0	1468
2943	Bondu_So	fire	feu	ɲáŋù	ɡùndó	ɡùndó	221	FIRE	ɡ ¹/u + ⁿd ⁵/o	1 7 9 1 7	AX_AX	KY_TU	6	6.K.C 6.Y.V 6._._ 6.T.C 6.U.V	2.0 1.5 0.0 2.0 1.5	0	1466 1477
2944	Bambara	fire	feu	tɑsumɑ	tɑsumɑ	tɑsumɑ	221	FIRE	t ɑ s u m ɑ								
2945	Songhai_Senni	(firewood)	bois (de chauffage)	nù:n-ò	tù:r-ò	tù:r-ò	10	FIREWOOD	t ¹/uː r + ¹/o	1 7 5 9 7	AXN_X	TYR_U	28	28.T.C 28.Y.V 28.R.c 28._._ 28.U.V	2.0 1.5 0.8 0.0 1.5	0	1480 1485
2946	Toro_Tegu	firewood	bois de chauffage	tù:r-ò	tìrⁿú	tìrⁿú	10	FIREWOOD	t ¹/i ∼/r̃ ⁵/u	1 7 5 7	AXBZ	TIRY	36	36.T.C 36.I.V 36.R.C 36.Y.V	2.0 1.5 1.75 0.8	0	1480
2947	Ben_Tey	firewood	bois de chauffage	tìrⁿú	tìrⁿú ~ tìrⁿí	tìrⁿú	10	FIREWOOD	t ¹/i ∼/r̃ ⁵/u	1 7 5 7	AXBZ	TIRY	5	5.T.C 5.I.V 5.R.C 5.Y.V	2.0 1.5 1.75 0.8	0	1480
2948	Bankan_Tey	firewood	bois de chauffage	tìrⁿú	tǐn	tǐn	10	FIREWOOD	t ¹⁵/i n	1 7 4	AXN	TIN	4	4.T.C 4.I.V 4.N.c	2.0 1.5 0.8	0	1480
2949	Nanga	firewood	bois de chauffage	tǐn	tìrⁿí	tìrⁿí	10	FIREWOOD	t ¹/i ∼/r̃ ⁵/i	1 7 5 7	AXBZ	TIRI	24	24.T.C 24.I.V 24.R.C 24.I.V	2.0 1.5 1.75 0.8	0	1480
2950	Togo_Kan	firewood	bois de chauffage	tìrⁿí	tǐⁿ	tǐⁿ	10	FIREWOOD	t ĩ	1 7	AX	TI	32	32.T.C 32.I.V	2.0 1.5	0	1480
2951	Tommo_So	firewood	bois de chauffage	tǐⁿ	tínú	tínú	10	FIREWOOD	t ⁵/i n ⁵/u	1 7 4 7	AXBZ	TINY	33	33.T.C 33.I.V 33.N.C 33.Y.V	2.0 1.5 1.75 0.8	0	1480
2952	Dogul_Dom	firewood	bois de chauffage	tínú	tê:ⁿ	tê:ⁿ	10	FIREWOOD	t ⁵¹/eː̃	1 7	AX	TE	17	17.T.C 17.E.V	2.0 1.5	0	1480
2953	Tebul_Ure	firewood	bois de chauffage	tê:ⁿ	tìně:	tìně:	10	FIREWOOD	t ¹/i n ¹⁵/eː	1 7 4 7	AXBZ	TINE	30	30.T.C 30.I.V 30.N.C 30.E.V	2.0 1.5 1.75 0.8	0	1480
2954	Yanda_Dom	firewood	bois de chauffage	tìně:	té:	té:	10	FIREWOOD	t ⁵/eː	1 7	AX	TE	37	37.T.C 37.E.V	2.0 1.5	0	1480
2955	Bondu_So	firewood	bois de chauffage	té:	té:-ŋgó	té:ŋ-gó	10	FIREWOOD	t ⁵/eː ŋ + ɡ ⁵/o	1 7 4 9 1 7	AXN_AX	TEN_KU	6	6.T.C 6.E.V 6.N.c 6._._ 6.K.C 6.U.V	2.0 1.5 0.8 0.0 2.0 1.5	0	1480 1481
2956	Bunoge	firewood	bois de chauffage	té:ŋ-gó	té:ŋgè	té:ŋ-gè	10	FIREWOOD	t ⁵/eː ŋ + ɡ ¹/e	1 7 4 9 1 7	AXN_AX	TEN_KE	16	16.T.C 16.E.V 16.N.c 16._._ 16.K.C 16.E.V	2.0 1.5 0.8 0.0 2.0 1.5	0	1480 1481
2957	Donno_So	firewood	bois de chauffage	tìnú	tìnú	tìnú	10	FIREWOOD	t ¹/i n ⁵/u	1 7 4 7	AXBZ	TINY	18	18.T.C 18.I.V 18.N.C 18.Y.V	2.0 1.5 1.75 0.8	0	1480
2958	Jamsay	firewood	bois de chauffage	tǐn	tǐn, tìn ɲà:-sìr-ú	tǐn	10	FIREWOOD	t ¹⁵/i n	1 7 4	AXN	TIN	21	21.T.C 21.I.V 21.N.c	2.0 1.5 0.8	0	1480
2959	Tiranige_Diga	firewood	bois de chauffage	tè:ŋ-gè	tè:ŋgè (Boui), tě: (Ningo, plural tě:-ŋgé)	tè:ŋ-gè	10	FIREWOOD	t ¹/eː ŋ + ɡ ¹/e	1 7 4 9 1 7	AXN_AX	TEN_KE	31	31.T.C 31.E.V 31.N.c 31._._ 31.K.C 31.E.V	2.0 1.5 0.8 0.0 2.0 1.5	0	1480 1481
2960	Mombo	firewood	bois de chauffage	té:ŋ-gé	té:ŋgé	té:ŋ-gé	10	FIREWOOD	t ⁵/eː ŋ + ɡ ⁵/e	1 7 4 9 1 7	AXN_AX	TEN_KE	23	23.T.C 23.E.V 23.N.c 23._._ 23.K.C 23.E.V	2.0 1.5 0.8 0.0 2.0 1.5	0	1480 1481
2961	Penange	firewood	bois de chauffage	tè:ŋ-gè	tè:ŋgè	tè:ŋ-gè	10	FIREWOOD	t ¹/eː ŋ + ɡ ¹/e	1 7 4 9 1 7	AXN_AX	TEN_KE	25	25.T.C 25.E.V 25.N.c 25._._ 25.K.C 25.E.V	2.0 1.5 0.8 0.0 2.0 1.5	0	1480 1481
2962	Bangime	firewood	bois de chauffage	sìjɛ̀	sìjɛ̀	sìjɛ̀	10	FIREWOOD	s ¹/i j ¹/ɛ	3 7 6 7	AXBZ	SIJE	3	3.S.C 3.I.V 3.J.C 3.E.V	2.0 1.5 1.75 0.8	0	1479
2963	Fulfulde	firewood	bois de chauffage	cankuce-re	cankucere	cankuce-re	10	FIREWOOD	tʃ a ⁿk u tʃ e + r e	1 7 1 7 1 7 9 5 7	AXBYBZ_AX	TAKYTE_RE	19	19.T.C 19.A.V 19.K.C 19.Y.V 19.T.C 19.E.V 19._._ 19.R.C 19.E.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5	0	1482 1483
2964	Jenaama	firewood	bois de chauffage	súbā	súbā	súbā	10	FIREWOOD	s ⁵/u b ³/a	3 7 1 7	AXBZ	SYPA	22	22.S.C 22.Y.V 22.P.C 22.A.V	2.0 1.5 1.75 0.8	0	1484
2965	Perge_Tegu	firewood	bois de chauffage	tìrⁿí	tìrⁿí	tìrⁿí	10	FIREWOOD	t ¹/i ∼/r̃ ⁵/i	1 7 5 7	AXBZ	TIRI	26	26.T.C 26.I.V 26.R.C 26.I.V	2.0 1.5 1.75 0.8	0	1480
2966	Tomo_Kan	firewood	bois de chauffage	cúⁿ	cúⁿ	cúⁿ	10	FIREWOOD	tʃ ⁵/ũ	1 7	AX	TY	34	34.T.C 34.Y.V	2.0 1.5	0	1480
2967	Yorno_So	firewood	bois de chauffage	tǐn	tǐn	tǐn	10	FIREWOOD	t ¹⁵/i n	1 7 4	AXN	TIN	38	38.T.C 38.I.V 38.N.c	2.0 1.5 0.8	0	1480
2968	Bambara		bois de chauffage, bois mort	dɔ́gɔ́	dɔ́gɔ́	dɔ́gɔ́	10	FIREWOOD	d ⁵/ɔ ɡ ⁵/ɔ	1 7 1 7	AXBZ	TUKU	2	2.T.C 2.U.V 2.K.C 2.U.V	2.0 1.5 1.75 0.8	0	1478
2969	Toro_So	firewood	bois de chauffage	tìⁿrⁿùⁿ máá	tìⁿrⁿùⁿ máá	tìⁿrⁿùⁿ máá	10	FIREWOOD	t ¹/ĩ ∼/r̃ ¹/ũ + m ⁵/aː	1 7 5 7 9 4 7	AXBZ_AX	TIRY_MA	35	35.T.C 35.I.V 35.R.C 35.Y.V 35._._ 35.M.C 35.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	1480 1486
2970	Bondu_So	firewood	bois de chauffage	téé-ŋ	téé-ŋ	téé-ŋ	10	FIREWOOD	t ⁵/eː + ŋ	1 7 9 4	AX_A	TE_N	6	6.T.C 6.E.V 6._._ 6.N.C	2.0 1.5 0.0 2.0	0	1480 1487
2971	Songhai_Senni	[cpd n, lit. river’s meat”] fish	poisson	ʔís-à:	ʔís-à:	ʔís-à:	227	FISH	ʔ ⁵/i s ¹/aː	1 7 3 7	AXBZ	HISA	28	28.H.C 28.I.V 28.S.C 28.A.V	2.0 1.5 1.75 0.8	0	1503
2972	Bangime	fish	poisson	ɥìjɛ̄-ŋ̄-kò-ŋáwⁿ	ɥìjɛ̄-ŋ̄-kò-ŋáwⁿ	ɥìjɛ̄-ŋ̄-kò-ŋáwⁿ	227	FISH	ɥ ¹/i j ³/ɛ + ŋ + k ¹/o + ŋ ⁵/a ∼/w̃	6 7 6 7 9 4 9 1 7 9 4 7 6	AXBZ_A_AX_AXN	JIJE_N_KU_NAW	3	3.J.C 3.I.V 3.J.C 3.E.V 3._._ 3.N.C 3._._ 3.K.C 3.U.V 3._._ 3.N.C 3.A.V 3.W.c	2.0 1.5 1.75 0.8 0.0 2.0 0.0 2.0 1.5 0.0 2.0 1.5 0.8	0	1490 1491 1492 1493
2973	Fulfulde	fish	poisson	liingu	liingu	liingu	227	FISH	l iː + ⁿɡ u	5 7 9 1 7	AX_AX	LI_KY	19	19.L.C 19.I.V 19._._ 19.K.C 19.Y.V	2.0 1.5 0.0 2.0 1.5	0	1502 1501
2974	Jenaama	fish	poisson	yɔ̄gɔ̄	yɔ̄gɔ̄	yɔ̄gɔ̄	227	FISH	j ³/ɔ ɡ ³/ɔ	6 7 1 7	AXBZ	JUKU	22	22.J.C 22.U.V 22.K.C 22.U.V	2.0 1.5 1.75 0.8	0	1496
2975	Ampari	fish (any)	poisson	kɔ́gúrɛ́	kɔ́gúrɛ́	kɔ́gúrɛ́	227	FISH	k ⁵/ɔ ɡ ⁵/u + r ⁵/ɛ	1 7 1 7 9 5 7	AXBZ_AX	KUKY_RE	1	1.K.C 1.U.V 1.K.C 1.Y.V 1._._ 1.R.C 1.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	1488 1489
2976	Bankan_Tey	fish (any)	poisson	ísì-m	ísì-m	ísì-m	227	FISH	⁵/i s ¹/i + m	7 3 7 9 4	XBZ_A	ISI_M	4	4.I.V 4.S.C 4.I.V 4._._ 4.M.C	1.5 1.75 0.8 0.0 2.0	0	1494 1495
2977	Ben_Tey	fish (any)	poisson	ísì-m	ísì-m\\ísì 	ísì-m	227	FISH	⁵/i s ¹/i + m	7 3 7 9 4	XBZ_A	ISI_M	5	5.I.V 5.S.C 5.I.V 5._._ 5.M.C	1.5 1.75 0.8 0.0 2.0	0	1494 1495
2978	Bunoge	fish (any)	poisson	kɔ̀gùlɛ̀	kɔ̀gùlɛ̀	kɔ̀gùlɛ̀	227	FISH	k ¹/ɔ ɡ ¹/u + l ¹/ɛ	1 7 1 7 9 5 7	AXBZ_AX	KUKY_LE	16	16.K.C 16.U.V 16.K.C 16.Y.V 16._._ 16.L.C 16.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	1488 1489
2979	Dogul_Dom	fish (any)	poisson	ísì-gì	ísì-gì	ísì-gì	227	FISH	⁵/i s ¹/i + ɡ ¹/i	7 3 7 9 1 7	XBZ_AX	ISI_KI	17	17.I.V 17.S.C 17.I.V 17._._ 17.K.C 17.I.V	1.5 1.75 0.8 0.0 2.0 1.5	0	1494 1501
2980	Donno_So	fish (any)	poisson	ídù	ídù	ídù	227	FISH	⁵/i d ¹/u	7 1 7	XBZ	ITY	18	18.I.V 18.T.C 18.Y.V	1.5 1.75 0.8	0	1494
2981	Gourou	fish (any)	poisson	kɔ́gɔ́-rɔ́	kɔ́gɔ́rɔ́	kɔ́gɔ́rɔ́	227	FISH	k ⁵/ɔ ɡ ⁵/ɔ + r ⁵/ɔ	1 7 1 7 9 5 7	AXBZ_AX	KUKU_RU	20	20.K.C 20.U.V 20.K.C 20.U.V 20._._ 20.R.C 20.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	1488 1489
2982	Jamsay	fish (any)	poisson	í:jú	í:jú	í:jú	227	FISH	⁵/iː dʒ ⁵/u	7 1 7	XBZ	ITY	21	21.I.V 21.T.C 21.Y.V	1.5 1.75 0.8	0	1494
2983	Mombo	fish (any)	poisson	kɔ́gú-lɛ́	kɔ́gúlɛ́	kɔ́gúlɛ́	227	FISH	k ⁵/ɔ ɡ ⁵/u + l ⁵/ɛ	1 7 1 7 9 5 7	AXBZ_AX	KUKY_LE	23	23.K.C 23.U.V 23.K.C 23.Y.V 23._._ 23.L.C 23.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	1488 1489
2984	Bondu_So	fish (any)	poisson	íjì	íjì\\íjù:	íjì	227	FISH	⁵/i dʒ ¹/i	7 1 7	XBZ	ITI	6	6.I.V 6.T.C 6.I.V	1.5 1.75 0.8	0	1494
2985	Nanga	fish (any)	poisson	ísî	ísî	ísî	227	FISH	⁵/i s ⁵¹/i	7 3 7	XBZ	ISI	24	24.I.V 24.S.C 24.I.V	1.5 1.75 0.8	0	1494
2986	Penange	fish (any)	poisson	kɔ́gú-lɛ́	kɔ́gúlɛ́	kɔ́gúlɛ́	227	FISH	k ⁵/ɔ ɡ ⁵/u + l ⁵/ɛ	1 7 1 7 9 5 7	AXBZ_AX	KUKY_LE	25	25.K.C 25.U.V 25.K.C 25.Y.V 25._._ 25.L.C 25.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	1488 1489
2987	Perge_Tegu	fish (any)	poisson	í:sú	í:sú	í:sú	227	FISH	⁵/iː s ⁵/u	7 3 7	XBZ	ISY	26	26.I.V 26.S.C 26.Y.V	1.5 1.75 0.8	0	1494
2988	Tebul_Ure	fish (any)	poisson	ídè	ídè	ídè	227	FISH	⁵/i d ¹/e	7 1 7	XBZ	ITE	30	30.I.V 30.T.C 30.E.V	1.5 1.75 0.8	0	1494
2989	Tiranige_Diga	fish (any)	poisson	ì:	ì:	ì:	227	FISH	¹/iː	7	X	I	31	31.I.V	1,5	0	1505
2990	Togo_Kan	fish (any)	poisson	kɔ́gɔ́-rɔ́	kɔ́gɔ́rɔ́	kɔ́gɔ́rɔ́	227	FISH	k ⁵/ɔ ɡ ⁵/ɔ + r ⁵/ɔ	1 7 1 7 9 5 7	AXBZ_AX	KUKU_RU	32	32.K.C 32.U.V 32.K.C 32.U.V 32._._ 32.R.C 32.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	1488 1489
2991	Tomo_Kan	fish (any)	poisson	kwɛ̀ʔɛ̀-lɛ́	kwɛ̀ʔɛ̀lɛ́	kwɛ̀ʔɛ̀lɛ́	227	FISH	k w ¹/ɛ ʔ ¹/ɛ + l ⁵/ɛ	1 6 7 1 7 9 5 7	ACXBZ_AX	KWEHE_LE	34	34.K.C 34.W.C 34.E.V 34.H.C 34.E.V 34._._ 34.L.C 34.E.V	2.0 1.5 1.5 1.75 0.8 0.0 2.0 1.5	0	1506 1489
2992	Toro_Tegu	fish (any)	poisson	ní-nàwⁿà	ní-nàwⁿà	ní-nàwⁿà	227	FISH	n ⁵/i + n ¹/a ∼/w̃ ¹/a	4 7 9 4 7 6 7	AX_AXBZ	NI_NAWA	36	36.N.C 36.I.V 36._._ 36.N.C 36.A.V 36.W.C 36.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	0	1497 1492
2993	Toro_Tegu	fish (any)	poisson	ní-nà:	ní-nà:	ní-nà:	227	FISH	n ⁵/i + n ¹/aː	4 7 9 4 7	AX_AX	NI_NA	36	36.N.C 36.I.V 36._._ 36.N.C 36.A.V	2.0 1.5 0.0 2.0 1.5	0	1497 1492
2994	Yanda_Dom	fish (any)	poisson	ízù	ízù	ízù	227	FISH	⁵/i z ¹/u	7 3 7	XBZ	ISY	37	37.I.V 37.S.C 37.Y.V	1.5 1.75 0.8	0	1494
2995	Yorno_So	fish (any)	poisson	íjì	íjì	íjì	227	FISH	⁵/i dʒ ¹/i	7 1 7	XBZ	ITI	38	38.I.V 38.T.C 38.I.V	1.5 1.75 0.8	0	1494
2996	Bozo_Debo		poisson	yɔɔ	yɔɔ	yɔɔ	227	FISH	j ɔː	6 7	AX	JU	7	7.J.C 7.U.V	2.0 1.5	0	1496
2997	Bozo_Hainyaxo		poisson	ɲoⁿŋoⁿ	ɲoⁿŋoⁿ	ɲoⁿŋoⁿ	227	FISH	ɲ õ + ŋ õ	4 7 9 4 7	AX_AX	NU_NU	8	8.N.C 8.U.V 8._._ 8.N.C 8.U.V	2.0 1.5 0.0 2.0 1.5	0	1497 1492
2998	Bozo_Korondougou_nord		poisson	yuɔ	yuɔ	yuɔ	227	FISH	j u ɔ	6 7 7	AXZ	JYU	9	9.J.C 9.Y.V 9.U.V	2.0 1.5 0.8	0	1496
